CÓDIGO,CLIENTE,REDE,SUBREDE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,ENDEREÇO,A00_LAT,A00_LONG
10965,COMERCIAL SAO PEDRO,REDE EXATA,,RUA MONSENHOR SALAZAR,2040,SAO JOAO DO TAUAPE,FORTALEZA,"RUA MONSENHOR SALAZAR, 2040, SAO JOAO DO TAUAPE, FORTALEZA",-3.7554756,-38.5051307
10966,MERCANTIAL TATA,,,RUA PADRE SERVERIANO,302,CENTRO,MUCAMBO,"RUA PADRE SERVERIANO, 302, CENTRO, MUCAMBO",-3.9056382,-40.7450185
10967,MERCANTIL SAO BENEDITO,,,RUA PEDRO ARAGAO,316,CENTRO,MUCAMBO,"RUA PEDRO ARAGAO, 316, CENTRO, MUCAMBO",-3.906453,-40.746951
10968,MERCANTIL VALDEMAR,,,RUA PEDRO ARAGAO,148,CENTRO,MUCAMBO,"RUA PEDRO ARAGAO, 148, CENTRO, MUCAMBO",-3.9043051,-40.7477951
10969,PANIFICADORA IDEAL,,,RUA DOUTOR JOSE TELES,260,CAMPO DE AVIACAO,CARIRE,"RUA DOUTOR JOSE TELES, 260, CAMPO DE AVIACAO, CARIRE",-3.9501996,-40.4802851
10971,MERCADINHO DANDA,,,RUA DA ESTACAO,1,CENTRO,UMIRIM,"RUA DA ESTACAO, 1, CENTRO, UMIRIM",-3.676124,-39.3469947
10974,VARIEDADES SUPERMERCADOS - LJ 03,REDE UNIFORCA,VARIEDADES SUPERMERCADO,RUA 24 DE JANEIRO,215,CIGANA,CAUCAIA,"RUA 24 DE JANEIRO, 215, CIGANA, CAUCAIA",-3.74187233,-38.65717313
10977,CENTERBOX - PRQ IRACEMA,CENTERBOX,,AVENIDA ENG AGRON JOSE GUIMARAES DUQUE,SN,PARQUE IRACEMA,FORTALEZA,"AVENIDA ENG AGRON JOSE GUIMARAES DUQUE, SN, PARQUE IRACEMA, FORTALEZA",-3.80290818,-38.49478307
10978,SUPER PORTUGAL - JOAQUIM TAVORA,REDE PARCERIA,SUPER PORTUGAL,RUA SORIANO ALBUQUERQUE,605,JOAQUIM TAVORA,FORTALEZA,"RUA SORIANO ALBUQUERQUE, 605, JOAQUIM TAVORA, FORTALEZA",-3.74863598,-38.51500582
10983,ECONOMICO PREA,,,MANOEL TEIXEIRA,135,CAICARA,JIJOCA DE JERICOACOARA,"MANOEL TEIXEIRA, 135, CAICARA, JIJOCA DE JERICOACOARA",-2.89535384,-40.45143283
11015,MATEUS - ARACATI,MIX MATEUS,,DRAGAO DO MAR,1067,VARZEA DA MATRIZ,ARACATI,"DRAGAO DO MAR, 1067, VARZEA DA MATRIZ, ARACATI",-4.56349871,-37.76230437
11037,SUPERMERCADO CRISOSTOMO - LJ 02,REDE INTEGRADA,CRISOSTOMO,JOSE TORRES,800,GRANJA LISBOA,FORTALEZA,"JOSE TORRES, 800, GRANJA LISBOA, FORTALEZA",-3.77769483,-38.60700068
11039,MERCADINHO DAMILO,REDE CEARENSE,,25 DE JANEIRO,307,CENTRO,APUIARES,"25 DE JANEIRO, 307, CENTRO, APUIARES",-3.9464042,-39.43065985
11042,ATACADAO DO VALE - BELA CRUZ,,ATACADAO DO VALE,DR ODEN SILVA,106,CHAPADINHA,BELA CRUZ,"DR ODEN SILVA, 106, CHAPADINHA, BELA CRUZ",-3.05523127,-40.17567029
11044,SAO GERALDO - CENTRO,,SAO GERALDO,RUA JOSÉ DE QUEIROZ PESSOA,1703,CENTRO,QUIXADA,"RUA JOSÉ DE QUEIROZ PESSOA, 1703, CENTRO, QUIXADA",-4.96825811,-39.0182939
11069,SUPER PRECO BOM - ARATURI,REDE INTEGRADA,SUPER PRECO BOM,RUA DE PEDESTRE E17,7,ARATURI,CAUCAIA,"RUA DE PEDESTRE E17, 7, ARATURI, CAUCAIA",-3.76838301,-38.63246723
11071,MAE RAINHA - ITAPAJE,REDE PARCERIA,MAE RAINHA,AV OSMAR BASTOS,1063,MONTE CASTELO,ITAPAJE,"AV OSMAR BASTOS, 1063, MONTE CASTELO, ITAPAJE",-3.68938399,-39.5820696
11074,MORANGUINHO - BARREIRA - LJ 02,,MORANGUINHO,BOANERGES JACO,1144,CENTRO,BARREIRA,"BOANERGES JACO, 1144, CENTRO, BARREIRA",-4.28870631,-38.64177691
11086,SAMUKA ATACADISTA - FILIAL,,SAMUKA ATACADISTA,RUA DRAGAO DO MAR,1116,VARZEA DA MATRIZ,ARACATI,"RUA DRAGAO DO MAR, 1116, VARZEA DA MATRIZ, ARACATI",-4.56440439,-37.76121867
11087,SAMUKA ATACADISTA - MATRIZ,,SAMUKA ATACADISTA,RUA CORONEL POMPEU,481,CENTRO,ARACATI,"RUA CORONEL POMPEU, 481, CENTRO, ARACATI",-4.56548555,-37.77090481
11091,MERCADINHO O ADRIANO,,,VICENTE CIEBRA,2279,VIOLETE,ITAPIPOCA,"VICENTE CIEBRA, 2279, VIOLETE, ITAPIPOCA",-3.48639977,-39.57474645
11092,SUPER FRIOS ATACADO E VAREJO,,,AV. DIDE RIOS,501,CENTRO,MARCO,"AV. DIDE RIOS, 501, CENTRO, MARCO",-3.12472761,-40.14833451
11107,SUPER DAMASCENO,,SUPER DAMASCENO,RUA CEL POMPEU,447,CENTRO,ARACATI,"RUA CEL POMPEU, 447, CENTRO, ARACATI",-4.56485116,-37.77083219
11110,MINIBOX - BEBERIBE,REDE UNIFORCA,SUPER MINIBOX,R JOAO BALTAZAR,192,CENTRO,BEBERIBE,"R JOAO BALTAZAR, 192, CENTRO, BEBERIBE",-4.17921628,-38.13204661
11111,MINIBOX - ARACATI,REDE UNIFORCA,SUPER MINIBOX,RUA CORONEL ALEXANZITO,265,CENTRO,ARACATI,"RUA CORONEL ALEXANZITO, 265, CENTRO, ARACATI",-4.56013922,-37.77119703
11112,MINIBOX - ICAPUI,REDE UNIFORCA,SUPER MINIBOX,62.810-000,3964,CAJUAIS,ICAPUI,"62.810-000, 3964, CAJUAIS, ICAPUI",-4.7021832,-37.36335444
11113,MINIBOX - JAGUARUANA,REDE UNIFORCA,SUPER MINIBOX,AV. SIMÃO DE GOES,1794,CENTRO,JAGUARUANA,"AV. SIMÃO DE GOES, 1794, CENTRO, JAGUARUANA",-4.84055468,-37.7853895
11114,MINIBOX - VARZEA DA MATRIZ,REDE UNIFORCA,SUPER MINIBOX,RUA 2 DE NOVEMBRO,1516,VARZEA DA MATRIZ,ARACATI,"RUA 2 DE NOVEMBRO, 1516, VARZEA DA MATRIZ, ARACATI",-4.55657188,-37.767781
11119,MERCADINHO FERREIRA,,,VILA TRIANGULO,SN,TRIANGULO DO MARCO,MARCO,"VILA TRIANGULO, SN, TRIANGULO DO MARCO, MARCO",-3.12585009,-40.08447391
11123,BRISA DO PARAJURU,,,RUA VILA PIRAJURU,124,PARAJURU,BEBERIBE,"RUA VILA PIRAJURU, 124, PARAJURU, BEBERIBE",-4.38293698,-37.86125131
11124,TOP FRIOS,,,PRESIDENTE MEDICI,471,CENTRO,MARCO,"PRESIDENTE MEDICI, 471, CENTRO, MARCO",-3.12285698,-40.15174499
11135,MERCADINHO POPULAR - ITAPIPOCA,,,RUA G,1591,RESIDENCIAL VIDA NOVA,ITAPIPOCA,"RUA G, 1591, RESIDENCIAL VIDA NOVA, ITAPIPOCA",-3.47067291,-39.56852892
11136,MERCADINHO & PIZZARIA ZULEIDE,,,AVENIDA PRINCIPAL,"",JARDIM DO MEIO,PARACURU,"AVENIDA PRINCIPAL, , JARDIM DO MEIO, PARACURU",-3.46730837,-39.02843713
11139,SUPERMERCADO LUANDA - LJ 04,,LUANDA MERCADINHO,RUA ESTER MARTINS,314,CENTRO,SAO GONCALO DO AMARANTE,"RUA ESTER MARTINS, 314, CENTRO, SAO GONCALO DO AMARANTE",-3.60820128,-38.96970591
11143,R BOX,REDE EXATA,,RUA EUCALIPTO,760,JARDIM BANDEIRANTES,MARACANAU,"RUA EUCALIPTO, 760, JARDIM BANDEIRANTES, MARACANAU",-3.86863678,-38.58615461
11147,MERCADINHO CARANHA,,,AVENIDA PRINCIPAL,SN,SALGADO DOS MOREIRAS,SAO GONCALO DO AMARANTE,"AVENIDA PRINCIPAL, SN, SALGADO DOS MOREIRAS, SAO GONCALO DO AMARANTE",-3.51435263,-39.21375712
11155,SUPER COMPLEXO SAO JOSE,,SUPER COMPLEXO SAO JOSE,AV JOAQUIM CRISOSTOMO,938,CENTRO,FORTIM,"AV JOAQUIM CRISOSTOMO, 938, CENTRO, FORTIM",-4.45059421,-37.79770347
11162,MERCADINHO DA PAZ,,,RUA VILA SAO RAFAEL,SN,VARZEA DA MATRIZ,ARACATI,"RUA VILA SAO RAFAEL, SN, VARZEA DA MATRIZ, ARACATI",-4.55861595,-37.75930149
11163,COMPREMAX - ICARAI,REDE PARCERIA,COMPRE MAX,AVENIDA CENTRAL,1369,ICARAI,CAUCAIA,"AVENIDA CENTRAL, 1369, ICARAI, CAUCAIA",-3.67322246,-38.67026304
11164,MERCADINHO SOUZA,,,RUA DUQUE DE CAXIAS,2064,VARZEA DA MATRIZ,ARACATI,"RUA DUQUE DE CAXIAS, 2064, VARZEA DA MATRIZ, ARACATI",-4.55712763,-37.76435322
11167,DAY VARIEDADES,,,RUA OTÁVIO TERTO DA COSTA,350,ALDEIA PARQUE,PACAJUS,"RUA OTÁVIO TERTO DA COSTA, 350, ALDEIA PARQUE, PACAJUS",-4.17843167,-38.45824459
11183,MERCADINHO BANDEIRA,,,VL CORREGO DO SALS/N,S/N,PRAINHA DO CANTO VERDE,BEBERIBE,"VL CORREGO DO SALS/N, S/N, PRAINHA DO CANTO VERDE, BEBERIBE",-4.34635275,-37.94920904
11184,MERCADINHO O MARKIM,,,COMUNIDADE PRAINHA DO CANTO VERDE,SN,Distrito de 04 Bocas,BEBERIBE,"COMUNIDADE PRAINHA DO CANTO VERDE, SN, DISTRITO DE 04 BOCAS, BEBERIBE",-4.32175528,-37.92972905
11185,MERCADINHO ALENCAR,,,SITIO PRAINHA DO CANTO VERDE,37,ZONA RURAL,BEBERIBE,"SITIO PRAINHA DO CANTO VERDE, 37, ZONA RURAL, BEBERIBE",-4.32424132,-37.93220942
11186,MERCADINHO CANTO VERDE,,,RUA PRAINHA DO CANTO VERDE,"",PARIPUEIRA,BEBERIBE,"RUA PRAINHA DO CANTO VERDE, , PARIPUEIRA, BEBERIBE",-4.31917178,-37.9306526
11199,MARINHEIRO SUPERMERCADO - PARAMOTI,REDE CEARENSE,MARINHEIRO SUPERMERCADO,AV TOME GOMES,649,CENTRO,PARAMOTI,"AV TOME GOMES, 649, CENTRO, PARAMOTI",-4.09963431,-39.2402499
11203,SUPER PRECO BOM - G. PORTUGAL,REDE INTEGRADA,SUPER PRECO BOM,RUA JOSE ABILIO,1112,GRANJA PORTUGAL,FORTALEZA,"RUA JOSE ABILIO, 1112, GRANJA PORTUGAL, FORTALEZA",-3.78267443,-38.60153491
11207,COMERCIAL ALEXANDRE,,,RUA JOAQUIM GERALDO LOPES,0,novo croata,SAO GONCALO DO AMARANTE,"RUA JOAQUIM GERALDO LOPES, 0, NOVO CROATA, SAO GONCALO DO AMARANTE",-3.67924748,-39.11850214
11213,MINIBOX - FORTIM MALL,REDE UNIFORCA,SUPER MINIBOX,AV JOAQUIM CRISOSTOMO,1300,CENTRO,FORTIM,"AV JOAQUIM CRISOSTOMO, 1300, CENTRO, FORTIM",-4.45056806,-37.80120507
11219,MAE RAINHA - ITAITINGA,REDE PARCERIA,MAE RAINHA,RUA RODOLFO PEREIRA CAVALCANTE,155,CENTRO,ITAITINGA,"RUA RODOLFO PEREIRA CAVALCANTE, 155, CENTRO, ITAITINGA",-3.97234558,-38.52976029
11220,MAE RAINHA - MARACANAU,REDE PARCERIA,MAE RAINHA,RUA PAULO BATISTA,120,PAJUCARA,MARACANAU,"RUA PAULO BATISTA, 120, PAJUCARA, MARACANAU",-3.85564449,-38.5796747
11221,MAE RAINHA - SAO GONCALO,REDE PARCERIA,MAE RAINHA,AVENIDA DOCA PARAIBA,406,CENTRO,SAO GONCALO DO AMARANTE,"AVENIDA DOCA PARAIBA, 406, CENTRO, SAO GONCALO DO AMARANTE",-3.61073026,-38.96502772
11222,MAE RAINHA - PARACURU,REDE PARCERIA,MAE RAINHA,AVENIDA ANTONIO SALES,1664,CENTRO,PARACURU,"AVENIDA ANTONIO SALES, 1664, CENTRO, PARACURU",-3.42393475,-39.03486811
11224,MISTER MERCADINHO,,,RUA MARILANDIA,SN,DISTRITO,GUARACIABA DO NORTE,"RUA MARILANDIA, SN, DISTRITO, GUARACIABA DO NORTE",-4.30489149,-40.81951451
11226,MERCADINHO POPULAR - FLECHEIRAS,,,RUA SAO PEDRO,196,FLECHEIRAS,TRAIRI,"RUA SAO PEDRO, 196, FLECHEIRAS, TRAIRI",-3.2206282,-39.2691612
11242,MERCADINHO JR XIMENES,,,RUA 117,331,PLANALTO CAUCAIA,CAUCAIA,"RUA 117, 331, PLANALTO CAUCAIA, CAUCAIA",-3.74502352,-38.6651701
11245,MERC SANTO ANTONIO - ARIANOPOLIS,,,R. NOVA JERUSALÉM,522,ARIANOPOLIS,CAUCAIA,"R. NOVA JERUSALÉM, 522, ARIANOPOLIS, CAUCAIA",-3.76410835,-38.64823335
11249,MERCADINHO O NONATO,,,RUA 1 (RES BOA ESPERANÇA),102,ICARAI,CAUCAIA,"RUA 1 (RES BOA ESPERANÇA), 102, ICARAI, CAUCAIA",-3.68494282,-38.65823046
11250,SUPERMERCADO SUPER JORGE,REDE POUPE MAX,,RUA ELIEZER DE FREITAS GUIMARÃES,1530,BARRA NOVA,CAUCAIA,"RUA ELIEZER DE FREITAS GUIMARÃES, 1530, BARRA NOVA, CAUCAIA",-3.68961523,-38.66855858
11252,MINIBOX - TABUBA,,,AVENIDA DOS MACÁRIOS,198,TABUBA,CAUCAIA,"AVENIDA DOS MACÁRIOS, 198, TABUBA, CAUCAIA",-3.65206236,-38.69734584
11253,MERCANTIL LITORANEA,,,CAUASSU,SN,RODAGEM,ACARAU,"CAUASSU, SN, RODAGEM, ACARAU",-2.87798183,-40.11868956
11268,PASSAKI - CAUCAIA,,LAREDO,RUA JERONIMO AMARAL,346,CENTRO,CAUCAIA,"RUA JERONIMO AMARAL, 346, CENTRO, CAUCAIA",-3.73335329,-38.6569974
11297,MERCANTIL ECONOMICO,,,HUMATA,430,CENTRO,BELA CRUZ,"HUMATA, 430, CENTRO, BELA CRUZ",-3.06144262,-40.1648511
11308,SUPER GENTILANDIA - JOAO XXIII,REDE POUPE MAX,SUPER GENTILANDIA,RUA BOA VISTA,769,JOAO XXIII,FORTALEZA,"RUA BOA VISTA, 769, JOAO XXIII, FORTALEZA",-3.76766389,-38.58719909
11310,MORANGUINHO - MANGUEIRAL,,MORANGUINHO,RUA BATURITÉ - DE 1321 A 2279,1607,Mangueiral,HORIZONTE,"RUA BATURITÉ - DE 1321 A 2279, 1607, MANGUEIRAL, HORIZONTE",-4.08513275,-38.48450832
11311,MORANGUINHO - PINDORETAMA,,MORANGUINHO,MARECHAL CASTELO BRANCO,1075,CENTRO,PINDORETAMA,"MARECHAL CASTELO BRANCO, 1075, CENTRO, PINDORETAMA",-4.03028649,-38.30297013
11313,ANALI - MARACANAU,REDE PARCERIA,ANALI,AVENIDA PADRE JOSÉ HOLANDA DO VALE,01402,LUZARDO VIANA,MARACANAU,"AVENIDA PADRE JOSÉ HOLANDA DO VALE, 01402, LUZARDO VIANA, MARACANAU",-3.86054514,-38.63646879
11331,REI DO FRANGO,,,AV. DR. JOSÉ DE BORBA,261,CENTRO,PENTECOSTE,"AV. DR. JOSÉ DE BORBA, 261, CENTRO, PENTECOSTE",-3.79388891,-39.26945651
11333,MERCANTIL LIDERANÇA,,,EXPEDITO JOSE SOUSA FARIAS,00305,CENTRO,ACARAU,"EXPEDITO JOSE SOUSA FARIAS, 00305, CENTRO, ACARAU",-2.88731093,-40.11883566
11334,CANTINHO DAS FRUTAS - SMALL,,CANTINHO DAS FRUTAS,AVENIDA ULISSES GUIMARÃES - LADO PAR,2853,IPARANA,CAUCAIA,"AVENIDA ULISSES GUIMARÃES - LADO PAR, 2853, IPARANA, CAUCAIA",-3.69321003,-38.61875114
11344,UNICOMPRAS - LJ 04,REDE AMIGOS,UNICOMPRAS,RUA 38,598,JEREISSATI I,MARACANAU,"RUA 38, 598, JEREISSATI I, MARACANAU",-3.88312803,-38.61106739
11345,MERCADINHO SR CLEALDO,,,RAIMUNDO RODRIGUES VASCONCELOS,711,UBATUBA,URUBURETAMA,"RAIMUNDO RODRIGUES VASCONCELOS, 711, UBATUBA, URUBURETAMA",-3.62680024,-39.49871802
11357,MERCADINHO JANES,,,RUA FRANCISCO PINTO JUCA,SN,CAGADO,SAO GONCALO DO AMARANTE,"RUA FRANCISCO PINTO JUCA, SN, CAGADO, SAO GONCALO DO AMARANTE",-3.5270146,-39.1733445
11363,OSASCO,,,RUA CARLOS ARI MACEDO OSTERNO,531,CORACAO DE JESUS,MARCO,"RUA CARLOS ARI MACEDO OSTERNO, 531, CORACAO DE JESUS, MARCO",-3.1226506,-40.1505458
11364,MERCADINHO SR GEOVAR,,,RUA FRANCISCO DOMINGOS BRAGA FILHO,2802,CRUZEIRO,ITAPIPOCA,"RUA FRANCISCO DOMINGOS BRAGA FILHO, 2802, CRUZEIRO, ITAPIPOCA",-3.48742948,-39.57813471
11369,PADARIA CIA DO PAO,,,RUA CORONEL MONTALVERNE,448,CENTRO,SOBRAL,"RUA CORONEL MONTALVERNE, 448, CENTRO, SOBRAL",-3.68682418,-40.34698065
11372,JB SUPERMERCADO - CENTRO,REDE CEARENSE,JB SUPERMERCADO,SITONIO MONTEIRO,655,CENTRO,CANINDE,"SITONIO MONTEIRO, 655, CENTRO, CANINDE",-4.35472258,-39.31530614
11374,JB SUPERMERCADO - CARIDADE,REDE CEARENSE,JB SUPERMERCADO,CORONEL FRANCISCO LINHARES,73,CENTRO,CARIDADE,"CORONEL FRANCISCO LINHARES, 73, CENTRO, CARIDADE",-4.23198688,-39.19535482
11378,LEVI SILVA DE OLIVEIRA,,,RUA MAJOR FCO TEOFILO FERREIRA,99,BURITI,ACARAU,"RUA MAJOR FCO TEOFILO FERREIRA, 99, BURITI, ACARAU",-2.8975484,-40.118055
11382,MERCANTIL SERVE LAR,,,RUA MANOEL LUIS DA ROCHA,95,CENTRO,ITAPAJE,"RUA MANOEL LUIS DA ROCHA, 95, CENTRO, ITAPAJE",-3.68394956,-39.58471201
11394,SUPERMERCADO J&L - PARAIAPABA,REDE CEARENSE,SUPERMERCADO J&L,DOMINGOS BARROSO,207,CENTRO,PARAIPABA,"DOMINGOS BARROSO, 207, CENTRO, PARAIPABA",-3.43817347,-39.14685951
11398,MERCADINHO BASTOS,,,PEDRO TEIXEIRA BARROSO,875,CRUZEIRO,ITAPIPOCA,"PEDRO TEIXEIRA BARROSO, 875, CRUZEIRO, ITAPIPOCA",-3.48647073,-39.57919725
11400,SUPERMERCADO J&L- CAMPO DE AVIACAO,REDE CEARENSE,SUPERMERCADO J&L,SAO JOAO EVANGELISTA,796,CAMPO DE AVIACAO,PARACURU,"SAO JOAO EVANGELISTA, 796, CAMPO DE AVIACAO, PARACURU",-3.41765706,-39.03134649
11406,VITESSY,,,CAUASSU RODAGEM,S/N,CAUASSU,ACARAU,"CAUASSU RODAGEM, S/N, CAUASSU, ACARAU",-2.89700579,-40.11884191
11411,COMPREMAX - PINDORETAMA,REDE PARCERIA,COMPRE MAX,FIRMINO CRISOSTOMO,1959,CENTRO,PINDORETAMA,"FIRMINO CRISOSTOMO, 1959, CENTRO, PINDORETAMA",-4.02550631,-38.30841382
11412,MIRELLY - CONJ CEARA,REDE PARCERIA,MIRELLY,AVENIDA F,422,CONJUNTO CEARA,FORTALEZA,"AVENIDA F, 422, CONJUNTO CEARA, FORTALEZA",-3.75761186,-38.61031199
11413,HIPERNACIONAL CRATEUS,REDE CEARENSE,HIPERNACIONAL,R DR. MOREIRA DA ROCHA,770,CENTRO,CRATEUS,"R DR. MOREIRA DA ROCHA, 770, CENTRO, CRATEUS",-5.17835619,-40.67008217
11417,MERCADINHO CLAUDIO,,,R MANOEL PEREGRINO ROCHA,1004,SAO LUIZ,MORRINHOS,"R MANOEL PEREGRINO ROCHA, 1004, SAO LUIZ, MORRINHOS",-3.23049504,-40.1237082
11444,MERCADINHO DO NEGUI,,,BELA VISTA,65,C1,PARAIPABA,"BELA VISTA, 65, C1, PARAIPABA",-3.45010685,-39.17328546
11446,CENTRAL FRANGOS,,,RUA NOSSA SENHORA DAS GRACAS,101,VILA NOVA,URUBURETAMA,"RUA NOSSA SENHORA DAS GRACAS, 101, VILA NOVA, URUBURETAMA",-3.62079113,-39.51232757
11455,SUPER GENTILANDIA - BENFICA,REDE POUPE MAX,SUPER GENTILANDIA,WALDERY UCHOA,436,BENFICA,FORTALEZA,"WALDERY UCHOA, 436, BENFICA, FORTALEZA",-3.7451759,-38.5402234
11461,MATEUS - RUSSAS,MIX MATEUS,,PROJETADA K,002,VILA RAMALHO,RUSSAS,"PROJETADA K, 002, VILA RAMALHO, RUSSAS",-4.92760434,-37.96243641
11474,MERCANTIL CEMIR,,,RUA JOSE IBIAPINA ROCHA,2410,SAO LUIZ,MORRINHOS,"RUA JOSE IBIAPINA ROCHA, 2410, SAO LUIZ, MORRINHOS",-3.2281462,-40.1290674
11500,NOSSO ATACAREJO - LIMOEIRO DO NORTE,,NOSSO ATACAREJO,AV DOM AURELIANO MATOS,1752,LIMOEIRINHO,LIMOEIRO DO NORTE,"AV DOM AURELIANO MATOS, 1752, LIMOEIRINHO, LIMOEIRO DO NORTE",-5.15891877,-38.10891665
11513,NOVO SIQUEIRA - LJ02,,NOVO SIQUEIRA,AVENIDA MACIEL BEZERRA,1968,SIQUEIRA,MARACANAU,"AVENIDA MACIEL BEZERRA, 1968, SIQUEIRA, MARACANAU",-3.80683521,-38.62994815
11516,A 3 FRIOS,,,TRAVESSA CORONEL JOSÉ SILVESTRE,222,CENTRO,SOBRAL,"TRAVESSA CORONEL JOSÉ SILVESTRE, 222, CENTRO, SOBRAL",-3.6835614,-40.35467404
11524,RABELO SUPERMERCADOS,REDE CEARENSE,RABELO SUPERMERCADO,R DALTRO HOLANDA,2420,CENTRO,RUSSAS,"R DALTRO HOLANDA, 2420, CENTRO, RUSSAS",-4.93919556,-37.97776422
11532,MERCADINHO SAO MANUEL,,,AV. PREFEITO GUIDO OSTERNO,1006,CENTRO,MARCO,"AV. PREFEITO GUIDO OSTERNO, 1006, CENTRO, MARCO",-3.1226167,-40.1506974
11546,ANALI - NOVO MARANGUAPE,REDE PARCERIA,ANALI,RUA SENADOR ALMIR PINTO - DE 1780 A 4010 - LADO PAR,2500,NOVO MARANGUAPE I,MARANGUAPE,"RUA SENADOR ALMIR PINTO - DE 1780 A 4010 - LADO PAR, 2500, NOVO MARANGUAPE I, MARANGUAPE",-3.87590534,-38.67060875
11551,SUPERAMIGOS,REDE AMIGOS,SUPER AMIGOS,AVENIDA DOM AURELIANO MATOS,2760,LUIS ALVES DE FREITAS,LIMOEIRO DO NORTE,"AVENIDA DOM AURELIANO MATOS, 2760, LUIS ALVES DE FREITAS, LIMOEIRO DO NORTE",-5.14188907,-38.09826387
11554,MERCADINHO SUPER FAMILIA,,,AV CENTRAL DO ICARAI,764,ICARAI,CAUCAIA,"AV CENTRAL DO ICARAI, 764, ICARAI, CAUCAIA",-3.67546099,-38.66758906
11564,MERCADINHO JUNIOR,,,RUA RAIMUNDO NONATO RIBEIRO,200,CENTRO,TRAIRI,"RUA RAIMUNDO NONATO RIBEIRO, 200, CENTRO, TRAIRI",-3.23375847,-39.43213045
11565,SUPERMERCADO QUEIROZ - LIMOEIRO DO NORTE,,SUPERMERCADO QUEIROZ,RUA SABINO ROBERTO,3043,CENTRO,LIMOEIRO DO NORTE,"RUA SABINO ROBERTO, 3043, CENTRO, LIMOEIRO DO NORTE",-5.1397813,-38.09638898
11566,SUPERMERCADO QUEIROZ - RUSSAS,,SUPERMERCADO QUEIROZ,AV CEL ARAUJO LIMA,1051,CENTRO,RUSSAS,"AV CEL ARAUJO LIMA, 1051, CENTRO, RUSSAS",-4.93905179,-37.97517277
11576,GRANJEIRO - PLANALTO DA CATUMBELA,REDE UNIFORCA,GRANJEIRO,AV. FRANCISCO RAIMUNDO DE OLIVEIRA,812,PLANALTO DA CATUMBELA,RUSSAS,"AV. FRANCISCO RAIMUNDO DE OLIVEIRA, 812, PLANALTO DA CATUMBELA, RUSSAS",-4.94125966,-37.98315425
11577,GRANJEIRO - CENTRO,REDE UNIFORCA,GRANJEIRO,AV MARIA RAMALHO,1,CENTRO,RUSSAS,"AV MARIA RAMALHO, 1, CENTRO, RUSSAS",-4.93342179,-37.96831265
11580,PANIFICADORA VÓ REGINA,,,RUA ANTONIO EUSEBIO,"",CENTRO,PARAIPABA,"RUA ANTONIO EUSEBIO, , CENTRO, PARAIPABA",-3.43812959,-39.14580574
11589,SUPERMERCADO ALIANCA,,,RUA HENRIQUE BESSA,65,CENTRO,ACARAPE,"RUA HENRIQUE BESSA, 65, CENTRO, ACARAPE",-4.22537513,-38.70604064
11595,CENTERBOX - VITAL BRASIL,CENTERBOX,,RUA VITAL BRASIL,2109,GRANJA PORTUGAL,FORTALEZA,"RUA VITAL BRASIL, 2109, GRANJA PORTUGAL, FORTALEZA",-3.77778933,-38.59964399
11598,HIPER MORADA NOVA - GRANVILE,REDE INTEGRADA,HIPER MORADA NOVA,AVENIDA E,500,GRANVILLE,MORADA NOVA,"AVENIDA E, 500, GRANVILLE, MORADA NOVA",-5.08868899,-38.37617942
11599,HIPER MORADA NOVA - CENTRO,REDE INTEGRADA,HIPER MORADA NOVA,MANOEL CASTRO GOMES DE ANDRADE,410,CENTRO,MORADA NOVA,"MANOEL CASTRO GOMES DE ANDRADE, 410, CENTRO, MORADA NOVA",-5.1101802,-38.37053467
11600,PANIFICADORA REI DA EMPADA,,,AVENIDA PRINCIPAL,"",LAGOINHA,SAO GONCALO DO AMARANTE,"AVENIDA PRINCIPAL, , LAGOINHA, SAO GONCALO DO AMARANTE",-3.60013548,-38.96195641
11605,SUPERMERCADO NOVA OPCAO,REDE CEARENSE,NOVA OPCAO,RUA CEL JOSE NUNES,831,CENTRO,LIMOEIRO DO NORTE,"RUA CEL JOSE NUNES, 831, CENTRO, LIMOEIRO DO NORTE",-5.15204763,-38.09693134
11606,MERCADINHO MENEZES,,,MARIA ODETE,SN,ANINGAS,CRUZ,"MARIA ODETE, SN, ANINGAS, CRUZ",-2.92442252,-40.179094
11622,MATEUS - CAUCAIA,MIX MATEUS,,AV. DOM ALMEIDA LUSTOSA,1989,PARQUE GUADALAJARA (JUREMA),CAUCAIA,"AV. DOM ALMEIDA LUSTOSA, 1989, PARQUE GUADALAJARA (JUREMA), CAUCAIA",-3.76132708,-38.61643438
11641,RAIMAR - CASCAVEL,,RAIMAR,CHANCELER EDSON QUEIROZ,2235,RIO NOVO,CASCAVEL,"CHANCELER EDSON QUEIROZ, 2235, RIO NOVO, CASCAVEL",-4.13404804,-38.2389217
11642,FRIGORIFICO DS FRIOS,,,LAGOA DO CANEMA,SN,LOTEAMENTO,ACARAU,"LAGOA DO CANEMA, SN, LOTEAMENTO, ACARAU",-3.00264059,-40.13011982
11643,FRUTARIA ZILDA,,,RUA JOAO BATISTA RIOS,1097,CENTRO,ITAREMA,"RUA JOAO BATISTA RIOS, 1097, CENTRO, ITAREMA",-2.91984848,-39.91971779
11645,SUPER LUA - AREIA BRANCA,REDE PARCERIA,SUPER LUA,AVENIDA AREIA BRANCA,85,MUCURIPE,FORTALEZA,"AVENIDA AREIA BRANCA, 85, MUCURIPE, FORTALEZA",-3.72712807,-38.47527325
